date|account|category|amount|currency|converted amount|currency|description||||
20/11/2020|Cash|Allowance|-150|MYR|-150|MYR|Justin ||||
20/11/2020|Cash|Eating out|-42.6|MYR|-42.6|MYR|Dinner mcd||||
20/11/2020|Cash|Eating out|-22.6|MYR|-22.6|MYR|Dinner (saga) ||||
20/11/2020|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
22/11/2020|Cash|Eating out|-9.5|MYR|-9.5|MYR|Dinner mamak ||||
22/11/2020|Cash|Eating out|-13|MYR|-13|MYR|Lunch (chicken rice) ||||
23/11/2020|Cash|Eating out|-6.2|MYR|-6.2|MYR|Lunch (zap fan)||||
23/11/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
24/11/2020|Cash|Eating out|-27|MYR|-27|MYR|Dinner porridge ||||
26/11/2020|Cash|Tech|-45|MYR|-45|MYR|Rack ||||
27/11/2020|Cash|"Salary,""3"|"890.7"",MYR,""3"|"890.7"",MYR"|Salary ||||||
28/11/2020|Cash|Eating out|-10|MYR|-10|MYR|Lunch (zap fan)||||
28/11/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/11/2020|Cash|Car|-40|MYR|-40|MYR|Petrol ||||
29/11/2020|Cash|Eating out|-60|MYR|-60|MYR|Dinner (western) ||||
29/11/2020|Cash|Deposits|50|MYR|50|MYR|Justin ||||
29/11/2020|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
30/11/2020|Cash|Eating out|-74.9|MYR|-74.9|MYR|Dinner (hiong pan) ||||
30/11/2020|Cash|Eating out|-12.5|MYR|-12.5|MYR|Dinner mamak ||||
30/11/2020|Cash|Tech|-464|MYR|-464|MYR|Ptptn ||||
30/11/2020|Cash|Tech|-150|MYR|-150|MYR|Socket ||||
2/12/2020|Cash|Tech|-20|MYR|-20|MYR|Cable ||||
3/12/2020|Cash|Eating out|-62|MYR|-62|MYR|Lunch (udon) ||||
3/12/2020|Cash|Eating out|-13|MYR|-13|MYR|Lunch (kfc) ||||
3/12/2020|Cash|Eating out|-55|MYR|-55|MYR|Dinner (oasis) ||||
3/12/2020|Cash|Eating out|-2|MYR|-2|MYR|Dinner mamak ||||
4/12/2020|Cash|Eating out|-29|MYR|-29|MYR|Dinner mamak ||||
5/12/2020|Cash|Books|-115|MYR|-115|MYR|Ys book||||
6/12/2020|Cash|Eating out|-1|MYR|-1|MYR|Lunch (chicken rice) ||||
6/12/2020|Cash|Clothes|-80|MYR|-80|MYR|Ys specs||||
6/12/2020|Cash|Eating out|-71.9|MYR|-71.9|MYR|Dinner (hong kong restaurant) ||||
7/12/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
9/12/2020|Cash|Eating out|-52|MYR|-52|MYR|Dinner (shabushabu) ||||
9/12/2020|Cash|Car|-51|MYR|-51|MYR|Petrol ||||
9/12/2020|Cash|Eating out|-1|MYR|-1|MYR|Lunch (chicken rice) ||||
10/12/2020|Cash|Eating out|-22|MYR|-22|MYR|Lunch (nasi kandar) ||||
11/12/2020|Cash|Eating out|-40|MYR|-40|MYR|Dinner (sushi mentai) ||||
11/12/2020|Cash|"Medical,""-2"|"424"",MYR,""-2"|"424"",MYR"|Insurance ||||||
11/12/2020|Cash|Clothes|-77|MYR|-77|MYR|Shirt||||
11/12/2020|Cash|Eating out|-15|MYR|-15|MYR|Lunch (zap fan)||||
12/12/2020|Cash|Tech|-155|MYR|-155|MYR|Zippo||||
12/12/2020|Cash|Tech|-488|MYR|-488|MYR|Roomba||||
13/12/2020|Cash|Clothes|-210|MYR|-210|MYR|Basketball shoes||||
17/12/2020|Cash|Clothes|-95|MYR|-95|MYR|Christmas (bball kids) ||||
17/12/2020|Cash|Eating out|-42|MYR|-42|MYR|Lunch (f2f) ||||
17/12/2020|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
18/12/2020|Cash|Eating out|-10.2|MYR|-10.2|MYR|Lunch (chicken rice) ||||
18/12/2020|Cash|Allowance|-156|MYR|-156|MYR|Mom shoerack||||
20/12/2020|Cash|Eating out|-30|MYR|-30|MYR|Dinner (Union roastery) ||||
20/12/2020|Cash|Eating out|-13|MYR|-13|MYR|Dinner mcd||||
20/12/2020|Cash|Car|-3|MYR|-3|MYR|Citta mall parking ||||
21/12/2020|Cash|Eating out|-11.5|MYR|-11.5|MYR|Lunch (zap fan) ||||
21/12/2020|Cash|Eating out|-18|MYR|-18|MYR|Black whale||||
21/12/2020|Cash|Eating out|-9.5|MYR|-9.5|MYR|Dinner mamak ||||
22/12/2020|Cash|Eating out|-55|MYR|-55|MYR|Dinner (yakiniku) ||||
23/12/2020|Cash|Car|-48.18|MYR|-48.18|MYR|Petrol ||||
23/12/2020|Cash|Eating out|-20|MYR|-20|MYR|Dinner mamak ||||
24/12/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
24/12/2020|Cash|Eating out|-145|MYR|-145|MYR|Lunch (butchers table) ||||
24/12/2020|Cash|Allowance|-61|MYR|-61|MYR|Enin christmas gift (tealive) ||||
24/12/2020|Cash|Eating out|-31|MYR|-31|MYR|Dinner (burger king) ||||
24/12/2020|Cash|Allowance|-100|MYR|-100|MYR|Lc bet||||
26/12/2020|Cash|Tech|-28.8|MYR|-28.8|MYR|Reload ||||
28/12/2020|Cash|Eating out|-7.7|MYR|-7.7|MYR|Lunch (zap fan)||||
29/12/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/12/2020|Cash|Eating out|-40.8|MYR|-40.8|MYR|Dinner (pizza) ||||
29/12/2020|Cash|"Salary,""3"|"892.3"",MYR,""3"|"892.3"",MYR"|Salary ||||||
30/12/2020|Cash|Eating out|-8.8|MYR|-8.8|MYR|Lunch (noodles) ||||
31/12/2020|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (zap fan)||||
1/1/2021|Cash|Tech|-15.2|MYR|-15.2|MYR|Dead by daylight ||||
1/1/2021|Cash|Eating out|-111.6|MYR|-111.6|MYR|Dinner (western) ||||
6/1/2021|Cash|Eating out|-10.5|MYR|-10.5|MYR|Dinner mamak ||||
6/1/2021|Cash|Eating out|-5.7|MYR|-5.7|MYR|Lunch (zap fan)||||
7/1/2021|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
8/1/2021|Cash|Eating out|-57.15|MYR|-57.15|MYR|Dinner (popo kitchen) ||||
8/1/2021|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (zap fan)||||
10/1/2021|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
10/1/2021|Cash|Eating out|-8.9|MYR|-8.9|MYR|Lunch (chicken rice) ||||
11/1/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (zap fan)||||
12/1/2021|Cash|Eating out|-24|MYR|-24|MYR|Dinner mamak ||||
12/1/2021|Cash|Eating out|-7.4|MYR|-7.4|MYR|Lunch (chicken rice) ||||
15/01/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
16/01/2021|Cash|Tech|-55|MYR|-55|MYR|Earphones ||||
16/01/2021|Cash|Eating out|-4.5|MYR|-4.5|MYR|Lunch (zap fan)||||
17/01/2021|Cash|Eating out|-10.4|MYR|-10.4|MYR|Lunch (chicken rice) ||||
18/01/2021|Cash|Eating out|-6|MYR|-6|MYR|Lunch (zap fan)||||
19/01/2021|Cash|Car|-56|MYR|-56|MYR|Petrol||||
20/01/2021|Cash|Eating out|-9.5|MYR|-9.5|MYR|Dinner mamak ||||
20/01/2021|Cash|Eating out|-8.5|MYR|-8.5|MYR|Lunch (zap fan)||||
23/01/2021|Cash|Eating out|-13.4|MYR|-13.4|MYR|Lunch (chicken rice) ||||
27/01/2021|Cash|Eating out|-11.5|MYR|-11.5|MYR|Dinner mamak ||||
28/01/2021|Cash|Eating out|-5|MYR|-5|MYR|Lunch (chicken rice) ||||
29/01/2021|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/01/2021|Cash|"Salary,""7"|"451.35"",MYR,""7"|"451.35"",MYR"|Salary ||||||
31/01/2021|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
1/2/2021|Cash|Eating out|-2.5|MYR|-2.5|MYR|Lunch (zap fan)||||
1/2/2021|Cash|Eating out|-11|MYR|-11|MYR|Dinner mamak ||||
2/2/2021|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
3/2/2021|Cash|Car|-245|MYR|-245|MYR|Service ||||
4/2/2021|Cash|Eating out|-11.2|MYR|-11.2|MYR|Dinner mamak ||||
4/2/2021|Cash|"Tech,""-1"|"249"",MYR,""-1"|"249"",MYR"|Table ||||||
4/2/2021|Cash|Eating out|-5|MYR|-5|MYR|Lunch (chicken rice) ||||
6/2/2021|Cash|Tech|-26.08|MYR|-26.08|MYR|Borderlands ||||
6/2/2021|Cash|Eating out|-4.5|MYR|-4.5|MYR|Lunch (zap fan)||||
6/2/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Dinner mamak ||||
7/2/2021|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
9/2/2021|Cash|Eating out|-17|MYR|-17|MYR|Dinner mamak ||||
10/2/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
11/2/2021|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
11/2/2021|Cash|Medical|-14.9|MYR|-14.9|MYR|Shaver ||||
11/2/2021|Cash|Tech|-5.9|MYR|-5.9|MYR|Hook||||
11/2/2021|Cash|Eating out|-97.4|MYR|-97.4|MYR|Lunch (kompassion) ||||
11/2/2021|Cash|Clothes|-550|MYR|-550|MYR|Specs ||||
12/2/2021|Cash|Deposits|100|MYR|100|MYR|Angpau ||||
12/2/2021|Cash|Tech|-40|MYR|-40|MYR|Valheim||||
13/02/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
14/02/2021|Cash|Deposits|10|MYR|10|MYR|Angpau ||||
14/02/2021|Cash|"Allowance,""-1"|"000"",MYR,""-1"|"000"",MYR"|Gamble||||||
14/02/2021|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (chicken rice) ||||
14/02/2021|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
15/02/2021|Cash|Eating out|-8.4|MYR|-8.4|MYR|Lunch (chicken rice) ||||
15/02/2021|Cash|Car|-61|MYR|-61|MYR|Petrol ||||
19/02/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
20/02/2021|Cash|Eating out|-5|MYR|-5|MYR|Dinner mamak ||||
20/02/2021|Cash|Eating out|-8.7|MYR|-8.7|MYR|Lunch (chicken rice) ||||
21/02/2021|Cash|Eating out|-50|MYR|-50|MYR|Yomi||||
22/02/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
23/02/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
24/02/2021|Cash|Allowance|-30|MYR|-30|MYR|Donation (toddler heart surgery) ||||
24/02/2021|Cash|Eating out|-5.7|MYR|-5.7|MYR|Lunch (zap fan)||||
26/02/2021|Cash|"Salary,""3"|"968.6"",MYR,""3"|"968.6"",MYR"|Salary ||||||
26/02/2021|Cash|Tech|-128|MYR|-128|MYR|Keyboard ||||
26/02/2021|Cash|Allowance|-20|MYR|-20|MYR|Photobook mom||||
27/02/2021|Cash|Eating out|-15.3|MYR|-15.3|MYR|Dinner (foodpanda) ||||
27/02/2021|Cash|Eating out|-8.7|MYR|-8.7|MYR|Lunch (chicken rice) ||||
27/02/2021|Cash|Tech|-34|MYR|-34|MYR|Organiser||||
28/02/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
28/02/2021|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
28/02/2021|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
1/3/2021|Cash|Eating out|-13.5|MYR|-13.5|MYR|Dinner mamak ||||
1/3/2021|Cash|Eating out|-7|MYR|-7|MYR|Lunch (chicken rice) ||||
3/3/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
3/3/2021|Cash|Allowance|-30|MYR|-30|MYR|Donation (funeral) ||||
4/3/2021|Cash|Allowance|-200|MYR|-200|MYR|Mom||||
4/3/2021|Cash|Car|-696.1|MYR|-696.1|MYR|Road tax||||
4/3/2021|Cash|Eating out|-9.6|MYR|-9.6|MYR|Dinner mamak ||||
4/3/2021|Cash|Deposits|20|MYR|20|MYR|Kf ||||
5/3/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (zap fan)||||
5/3/2021|Cash|Eating out|-49|MYR|-49|MYR|Dinner mamak ||||
6/3/2021|Cash|Eating out|-7.7|MYR|-7.7|MYR|Lunch (chicken rice) ||||
7/3/2021|Cash|Tech|-53|MYR|-53|MYR|Controller ||||
7/3/2021|Cash|Music|-23.8|MYR|-23.8|MYR|Spotify ||||
9/3/2021|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
9/3/2021|Cash|Eating out|-7.4|MYR|-7.4|MYR|Lunch (chicken rice) ||||
10/3/2021|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
10/3/2021|Cash|Eating out|-2.8|MYR|-2.8|MYR|Lunch (zap fan)||||
11/3/2021|Cash|Eating out|-5.7|MYR|-5.7|MYR|Lunch (zap fan)||||
12/3/2021|Cash|Eating out|-31.9|MYR|-31.9|MYR|Dinner (pizza) ||||
12/3/2021|Cash|Eating out|-6.2|MYR|-6.2|MYR|Lunch (zap fan)||||
13/03/2021|Cash|Eating out|-43|MYR|-43|MYR|Lunch (burger lab) ||||
14/03/2021|Cash|Eating out|-39|MYR|-39|MYR|Lunch (marmalade) ||||
14/03/2021|Cash|Games|-20|MYR|-20|MYR|Board games||||
14/03/2021|Cash|Eating out|-1|MYR|-1|MYR|Dinner (pasar malam) ||||
14/03/2021|Cash|Tech|-50|MYR|-50|MYR|Touch & Go ||||
14/03/2021|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
16/03/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
18/03/2021|Cash|Eating out|-17.2|MYR|-17.2|MYR|Dinner mamak ||||
19/03/2021|Cash|Eating out|-6|MYR|-6|MYR|Lunch (zap fan)||||
19/03/2021|Cash|Car|-61|MYR|-61|MYR|Petrol ||||
19/03/2021|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
20/03/2021|Cash|Eating out|-9.5|MYR|-9.5|MYR|Dinner mamak ||||
21/03/2021|Cash|Eating out|-3|MYR|-3|MYR|Dinner mamak ||||
22/03/2021|Cash|Eating out|-7.2|MYR|-7.2|MYR|Lunch (noodles) ||||
22/03/2021|Cash|Eating out|-34|MYR|-34|MYR|Dinner (quan) ||||
23/03/2021|Cash|Eating out|-5.9|MYR|-5.9|MYR|Lunch mamak||||
25/03/2021|Cash|Eating out|-5.7|MYR|-5.7|MYR|Lunch (zap fan)||||
25/03/2021|Cash|Eating out|-18|MYR|-18|MYR|Dinner mamak ||||
26/03/2021|Cash|Eating out|-7|MYR|-7|MYR|Lunch (zap fan) ||||
26/03/2021|Cash|Allowance|-12|MYR|-12|MYR|Photobook mom||||
26/03/2021|Cash|Eating out|-10.5|MYR|-10.5|MYR|Dinner mamak ||||
26/03/2021|Cash|Medical|-20|MYR|-20|MYR|Muscle relaxer ||||
27/03/2021|Cash|Eating out|-3.1|MYR|-3.1|MYR|Dinner mamak ||||
28/03/2021|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
28/03/2021|Cash|Allowance|-200|MYR|-200|MYR|Mom ||||
29/03/2021|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/03/2021|Cash|Eating out|-112.5|MYR|-112.5|MYR|Dinner kbbq||||
30/03/2021|Cash|Allowance|-30|MYR|-30|MYR|Luna||||
30/03/2021|Cash|"Salary,""3"|"968.8"",MYR,""3"|"968.8"",MYR"|Salary ||||||
31/03/2021|Cash|Eating out|-6.3|MYR|-6.3|MYR|Dinner mamak ||||
2/4/2021|Cash|Deposits|5|MYR|5|MYR|Cz||||
2/4/2021|Cash|Allowance|-35|MYR|-35|MYR|Donation (funeral) ||||
3/4/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (zap fan)||||
3/4/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
4/4/2021|Cash|Eating out|-13.2|MYR|-13.2|MYR|Lunch (chicken rice) ||||
5/4/2021|Cash|Eating out|-8|MYR|-8|MYR|Lunch (mamak) ||||
5/4/2021|Cash|Eating out|-36.8|MYR|-36.8|MYR|Dinner (lu rou) ||||
5/4/2021|Cash|Eating out|-20|MYR|-20|MYR|Dinner mamak||||
5/4/2021|Cash|Eating out|-11|MYR|-11|MYR|Dinner mcd||||
5/4/2021|Cash|Car|-63.8|MYR|-63.8|MYR|Petrol ||||
6/4/2021|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
6/4/2021|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch mamak||||
7/4/2021|Cash|Eating out|-10.6|MYR|-10.6|MYR|Dinner mamak ||||
7/4/2021|Cash|Music|-23.8|MYR|-23.8|MYR|Spotify ||||
8/4/2021|Cash|Clothes|-16|MYR|-16|MYR|Earrings ||||
9/4/2021|Cash|Deposits|52.5|MYR|52.5|MYR|Justin ||||
9/4/2021|Cash|Eating out|-28.1|MYR|-28.1|MYR|Dinner mamak ||||
9/4/2021|Cash|Eating out|-13|MYR|-13|MYR|Shisha ||||
9/4/2021|Cash|Eating out|-77|MYR|-77|MYR|Alcohol||||
10/4/2021|Cash|Eating out|-9.5|MYR|-9.5|MYR|Dinner mamak ||||
11/4/2021|Cash|Eating out|-22|MYR|-22|MYR|Dinner mamak ||||
13/04/2021|Cash|Eating out|-38.2|MYR|-38.2|MYR|Shisha ||||
13/04/2021|Cash|Allowance|-50|MYR|-50|MYR|Cz work||||
13/04/2021|Cash|Clothes|-30|MYR|-30|MYR|Piercing ||||
13/04/2021|Cash|Eating out|-5|MYR|-5|MYR|Lunch (chicken rice) ||||
14/04/2021|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
15/04/2021|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
16/04/2021|Cash|Eating out|-28|MYR|-28|MYR|Dinner (saga) ||||
17/04/2021|Cash|Eating out|-79.7|MYR|-79.7|MYR|Lunch (Nando's) ||||
18/04/2021|Cash|Eating out|-12|MYR|-12|MYR|Lunch (soy) ||||
18/04/2021|Cash|Eating out|-4.5|MYR|-4.5|MYR|Dinner mamak ||||
20/04/2021|Cash|Eating out|-7.4|MYR|-7.4|MYR|Lunch (chicken rice) ||||
21/04/2021|Cash|Eating out|-9.5|MYR|-9.5|MYR|Dinner mamak ||||
22/04/2021|Cash|Eating out|-11.6|MYR|-11.6|MYR|Dinner mamak ||||
22/04/2021|Cash|Medical|-55|MYR|-55|MYR|Cz leg||||
22/04/2021|Cash|Eating out|-6.2|MYR|-6.2|MYR|Lunch (zap fan)||||
23/04/2021|Cash|Car|-63|MYR|-63|MYR|Petrol ||||
23/04/2021|Cash|Eating out|-37|MYR|-37|MYR|Dinner (Arabian) ||||
24/04/2021|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
24/04/2021|Cash|Eating out|-9.2|MYR|-9.2|MYR|Lunch (zap fan)||||
24/04/2021|Cash|Movie|-36|MYR|-36|MYR|Movie (mortal kombat) ||||
25/04/2021|Cash|Deposits|483.84|MYR|483.84|MYR|Tax refund ||||
26/04/2021|Cash|Games|-29.75|MYR|-29.75|MYR|Titanfall 2||||
26/04/2021|Cash|Allowance|-250|MYR|-250|MYR|Kf||||
27/04/2021|Cash|Eating out|-12|MYR|-12|MYR|Dinner (saga) ||||
27/04/2021|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
27/04/2021|Cash|Eating out|-7.4|MYR|-7.4|MYR|Lunch (chicken rice) ||||
29/04/2021|Cash|Eating out|-13|MYR|-13|MYR|Breakfast (chicken rice) ||||
29/04/2021|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/04/2021|Cash|Car|-8|MYR|-8|MYR|Grab||||
29/04/2021|Cash|"Salary,""3"|"968.95"",MYR,""3"|"968.95"",MYR"|Salary ||||||
30/04/2021|Cash|Medical|-11|MYR|-11|MYR|Face mask||||
30/04/2021|Cash|Tech|-6|MYR|-6|MYR|Miband strap||||
30/04/2021|Cash|Eating out|-20|MYR|-20|MYR|Dinner (hiong pan) ||||
30/04/2021|Cash|Allowance|-200|MYR|-200|MYR|Mom||||
30/04/2021|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
2/5/2021|Cash|Deposits|55|MYR|55|MYR|Cz||||
3/5/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (zap fan)||||
4/5/2021|Cash|Eating out|-8.9|MYR|-8.9|MYR|Lunch (chicken rice) ||||
5/5/2021|Cash|Eating out|-90|MYR|-90|MYR|Dinner (spades) ||||
5/5/2021|Cash|Eating out|-10.2|MYR|-10.2|MYR|Lunch (zap fan)||||
6/5/2021|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (chicken rice) ||||
7/5/2021|Cash|Music|-23.8|MYR|-23.8|MYR|Spotify ||||
8/5/2021|Cash|Eating out|-8|MYR|-8|MYR|Lunch (zap fan)||||
8/5/2021|Cash|Eating out|-19.5|MYR|-19.5|MYR|Dinner mamak ||||
9/5/2021|Cash|Games|-31.84|MYR|-31.84|MYR|Nba||||
10/5/2021|Cash|Eating out|-19|MYR|-19|MYR|Dinner mamak ||||
11/5/2021|Cash|Car|-30|MYR|-30|MYR|Petrol ||||
12/5/2021|Cash|Eating out|-11|MYR|-11|MYR|Dinner mamak ||||
13/05/2021|Cash|Allowance|-66.44|MYR|-66.44|MYR|Cz dumbbell||||
14/05/2021|Cash|Eating out|-7.3|MYR|-7.3|MYR|Lunch (zap fan)||||
14/05/2021|Cash|Tech|-27|MYR|-27|MYR|Light bulb||||
15/05/2021|Cash|Tech|-224.7|MYR|-224.7|MYR|Wifi||||
15/05/2021|Cash|Allowance|-25|MYR|-25|MYR|Ariff ebook||||
15/05/2021|Cash|Eating out|-19.5|MYR|-19.5|MYR|Dinner mamak ||||
16/05/2021|Cash|Medical|-223.54|MYR|-223.54|MYR|Dr K mental health module||||
17/05/2021|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
18/05/2021|Cash|Deposits|70|MYR|70|MYR|Cz dumbbell||||
18/05/2021|Cash|Food|-4.85|MYR|-4.85|MYR|Fish oil||||
19/05/2021|Cash|Allowance|-45.37|MYR|-45.37|MYR|Mandeep kickstarter||||
19/05/2021|Cash|Eating out|-7.4|MYR|-7.4|MYR|Dinner mamak ||||
19/05/2021|Cash|Eating out|-7.1|MYR|-7.1|MYR|Lunch (zap fan)||||
20/05/2021|Cash|Food|-60|MYR|-60|MYR|Kek lapis||||
21/05/2021|Cash|Food|-32|MYR|-32|MYR|Snacks ||||
22/05/2021|Cash|Eating out|-21|MYR|-21|MYR|Dinner mamak ||||
24/05/2021|Cash|Eating out|-10.1|MYR|-10.1|MYR|Dinner mamak ||||
24/05/2021|Cash|Eating out|-3.5|MYR|-3.5|MYR|Lunch (zap fan)||||
26/05/2021|Cash|Eating out|-7.9|MYR|-7.9|MYR|Dinner mamak ||||
28/05/2021|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
28/05/2021|Cash|"Salary,""3"|"969.15"",MYR,""3"|"969.15"",MYR"|Salary ||||||
28/05/2021|Cash|Deposits|268.33|MYR|268.33|MYR|Tax refund ||||
28/05/2021|Cash|Allowance|-200|MYR|-200|MYR|Mom ||||
28/05/2021|Cash|Car|-40|MYR|-40|MYR|Petrol||||
28/05/2021|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
29/05/2021|Cash|Eating out|-15.5|MYR|-15.5|MYR|Dinner mamak ||||
31/05/2021|Cash|Eating out|-4.5|MYR|-4.5|MYR|Dinner mamak ||||
1/6/2021|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
3/6/2021|Cash|Eating out|-10.4|MYR|-10.4|MYR|Dinner mamak ||||
5/6/2021|Cash|Eating out|-6|MYR|-6|MYR|Dinner mamak ||||
5/6/2021|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
5/6/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
6/6/2021|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
7/6/2021|Cash|Eating out|-21|MYR|-21|MYR|Dinner mamak ||||
7/6/2021|Cash|Music|-23.8|MYR|-23.8|MYR|Spotify ||||
9/6/2021|Cash|Eating out|-7.5|MYR|-7.5|MYR|Dinner mamak ||||
9/6/2021|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
10/6/2021|Cash|Eating out|-18.5|MYR|-18.5|MYR|Dinner mamak ||||
